,0,1,2,3,4,5,6,7,8,9,10,11,12,discount%
478,intro,init-price,inquiry,agree,,,,,,,,,,
479,intro,inform,inquiry,counter-price,,,,,,,,,,
480,init-price,inquiry,inform,agree,,,,,,,,,,0.0
481,init-price,inform,counter-price,counter-price,agree,counter-price,,,,,,,,
482,intro,inform,init-price,counter-price,,,,,,,,,,18.0
483,init-price,counter-price,counter-price,,,,,,,,,,,
484,intro,inquiry,inquiry,inquiry,inform,inquiry,,,,,,,,0.0
485,intro,init-price,counter-price,counter-price,disagree,,,,,,,,,24.0
486,intro,disagree,init-price,counter-price,,,,,,,,,,
487,intro,inquiry,counter-price,,,,,,,,,,,9.0
488,intro,,,,,,,,,,,,,5.0
489,intro,inform,init-price,counter-price,,,,,,,,,,20.0
490,intro,init-price,counter-price,,,,,,,,,,,
491,intro,counter-price,counter-price,disagree,,,,,,,,,,12.0
492,intro,inform,init-price,counter-price,,,,,,,,,,
493,intro,inquiry,counter-price,inquiry,inquiry,,,,,,,,,18.0
494,intro,counter-price,,,,,,,,,,,,
495,intro,inform,inquiry,init-price,counter-price,counter-price,disagree,,,,,,,4.0
496,intro,counter-price,agree,,,,,,,,,,,
497,intro,init-price,counter-price,counter-price,,,,,,,,,,
498,intro,inform,init-price,,,,,,,,,,,
499,intro,inquiry,inform,init-price,counter-price,,,,,,,,,
500,intro,disagree,init-price,counter-price,insist,,,,,,,,,6.0
501,intro,inform,inform,counter-price,,,,,,,,,,11.0
502,intro,inform,counter-price,counter-price,,,,,,,,,,
503,intro,init-price,counter-price,,,,,,,,,,,40.0
504,intro,inquiry,counter-price,,,,,,,,,,,
505,intro,init-price,counter-price,counter-price,,,,,,,,,,7.0
506,intro,inquiry,inform,inform,counter-price,,,,,,,,,16.0
507,intro,inform,init-price,counter-price,insist,,,,,,,,,14.0
508,intro,inquiry,disagree,inquiry,inform,init-price,counter-price,agree,agree,,,,,12.0
509,intro,inform,inform,inform,inform,counter-price,counter-price,,,,,,,
510,intro,inquiry,counter-price,,,,,,,,,,,25.0
511,intro,disagree,counter-price,,,,,,,,,,,12.0
512,intro,disagree,counter-price,inquiry,counter-price,,,,,,,,,
513,intro,disagree,counter-price,counter-price,,,,,,,,,,25.0
514,intro,init-price,,,,,,,,,,,,13.0
515,intro,inquiry,init-price,inform,inquiry,,,,,,,,,16.0
516,intro,counter-price,counter-price,,,,,,,,,,,0.0
517,intro,inquiry,counter-price,agree,,,,,,,,,,22.0
518,intro,inform,counter-price,counter-price,counter-price,,,,,,,,,40.0
519,intro,init-price,disagree,counter-price,counter-price,counter-price,,,,,,,,
520,intro,disagree,inform,counter-price,counter-price,inquiry,,,,,,,,8.0
521,intro,inform,disagree,counter-price,,,,,,,,,,15.0
522,intro,init-price,counter-price,,,,,,,,,,,
523,intro,init-price,counter-price,,,,,,,,,,,6.0
524,intro,disagree,inform,disagree,inform,counter-price,counter-price,,,,,,,
525,intro,counter-price,inform,,,,,,,,,,,34.0
526,intro,inform,inquiry,counter-price,,,,,,,,,,
527,intro,counter-price,inquiry,insist,,,,,,,,,,33.0
528,intro,inquiry,disagree,init-price,counter-price,,,,,,,,,
529,intro,inform,disagree,inquiry,,,,,,,,,,
530,intro,inquiry,counter-price,counter-price,,,,,,,,,,5.0
531,intro,inform,inform,counter-price,,,,,,,,,,
532,intro,counter-price,agree,,,,,,,,,,,
533,intro,inquiry,init-price,counter-price,,,,,,,,,,
534,intro,disagree,counter-price,counter-price,,,,,,,,,,7.0
535,intro,agree,counter-price,,,,,,,,,,,
536,intro,disagree,counter-price,counter-price,insist,insist,,,,,,,,
537,intro,disagree,init-price,,,,,,,,,,,
538,intro,disagree,counter-price,,,,,,,,,,,
539,intro,inquiry,,,,,,,,,,,,
540,init-price,inform,counter-price,,,,,,,,,,,
541,intro,inform,init-price,counter-price,,,,,,,,,,20.0
542,intro,disagree,inform,counter-price,counter-price,,,,,,,,,
543,intro,disagree,init-price,counter-price,counter-price,,,,,,,,,26.0
544,intro,disagree,inquiry,counter-price,,,,,,,,,,
545,intro,init-price,,,,,,,,,,,,
546,intro,inform,counter-price,,,,,,,,,,,16.0
547,intro,inform,counter-price,,,,,,,,,,,
548,intro,inform,counter-price,,,,,,,,,,,
549,intro,inquiry,init-price,counter-price,disagree,inquiry,,,,,,,,18.0
550,intro,inquiry,init-price,,,,,,,,,,,
551,intro,disagree,counter-price,inquiry,,,,,,,,,,
552,intro,counter-price,,,,,,,,,,,,4.0
553,intro,counter-price,,,,,,,,,,,,0.0
554,intro,disagree,,,,,,,,,,,,
555,intro,inquiry,inform,inform,inquiry,counter-price,,,,,,,,8.0
556,intro,inquiry,inform,counter-price,counter-price,,,,,,,,,
557,intro,inform,inform,counter-price,,,,,,,,,,10.0
558,intro,disagree,inform,counter-price,insist,agree,,,,,,,,
559,intro,inquiry,init-price,counter-price,,,,,,,,,,26.0
560,intro,inquiry,inform,inform,counter-price,,,,,,,,,5.0
561,intro,init-price,counter-price,,,,,,,,,,,
562,intro,counter-price,insist,,,,,,,,,,,33.0
563,intro,inform,disagree,inform,counter-price,counter-price,,,,,,,,5.0
564,intro,inform,inform,init-price,,,,,,,,,,12.0
565,intro,inform,counter-price,agree,agree,,,,,,,,,8.0
566,intro,disagree,inform,init-price,counter-price,,,,,,,,,10.0
567,intro,inquiry,inform,disagree,counter-price,counter-price,agree,,,,,,,13.0
568,intro,inform,init-price,counter-price,inform,,,,,,,,,
569,intro,inquiry,counter-price,,,,,,,,,,,
570,intro,disagree,init-price,counter-price,counter-price,,,,,,,,,0.0
571,intro,inform,inform,counter-price,,,,,,,,,,
572,intro,inform,counter-price,,,,,,,,,,,
573,intro,inform,counter-price,,,,,,,,,,,20.0
574,intro,inform,inform,init-price,inquiry,counter-price,,,,,,,,40.0
575,intro,counter-price,,,,,,,,,,,,
576,intro,inquiry,counter-price,counter-price,inform,,,,,,,,,7.0
577,intro,counter-price,counter-price,agree,,,,,,,,,,
578,intro,inform,counter-price,insist,,,,,,,,,,
579,intro,init-price,counter-price,,,,,,,,,,,13.0
580,intro,inform,init-price,counter-price,disagree,counter-price,,,,,,,,
581,intro,init-price,disagree,counter-price,,,,,,,,,,
582,intro,counter-price,counter-price,counter-price,,,,,,,,,,0.0
583,intro,inquiry,inform,disagree,counter-price,,,,,,,,,15.0
584,intro,init-price,inform,disagree,,,,,,,,,,
585,intro,counter-price,agree,,,,,,,,,,,14.0
586,intro,disagree,counter-price,agree,,,,,,,,,,6.0
587,intro,init-price,disagree,counter-price,,,,,,,,,,5.0
588,intro,disagree,counter-price,agree,,,,,,,,,,
589,intro,counter-price,,,,,,,,,,,,4.0
590,intro,init-price,disagree,counter-price,,,,,,,,,,4.0
591,intro,counter-price,insist,,,,,,,,,,,8.0
592,intro,inform,counter-price,,,,,,,,,,,
593,intro,disagree,inform,inquiry,counter-price,agree,,,,,,,,
594,intro,inform,inform,counter-price,,,,,,,,,,
595,intro,counter-price,disagree,counter-price,,,,,,,,,,2.0
596,intro,inquiry,insist,counter-price,,,,,,,,,,11.0
597,intro,init-price,counter-price,counter-price,,,,,,,,,,
598,intro,counter-price,disagree,inquiry,inform,,,,,,,,,0.0
599,intro,inform,agree,,,,,,,,,,,
600,intro,inform,counter-price,inquiry,counter-price,disagree,,,,,,,,
601,intro,disagree,inform,counter-price,agree,,,,,,,,,
602,intro,disagree,counter-price,counter-price,,,,,,,,,,
603,intro,init-price,counter-price,agree,,,,,,,,,,17.0
604,intro,init-price,inform,inform,inquiry,inquiry,counter-price,counter-price,,,,,,
605,intro,init-price,disagree,,,,,,,,,,,
606,intro,counter-price,counter-price,,,,,,,,,,,
607,intro,counter-price,counter-price,,,,,,,,,,,
608,intro,disagree,inquiry,,,,,,,,,,,4.0
609,intro,inquiry,init-price,counter-price,agree,agree,,,,,,,,
610,intro,disagree,counter-price,agree,,,,,,,,,,
611,intro,counter-price,agree,,,,,,,,,,,33.0
612,intro,disagree,counter-price,,,,,,,,,,,6.0
613,intro,disagree,counter-price,,,,,,,,,,,
614,intro,init-price,counter-price,agree,,,,,,,,,,12.0
615,intro,counter-price,,,,,,,,,,,,
616,intro,counter-price,agree,,,,,,,,,,,
617,intro,counter-price,disagree,agree,,,,,,,,,,20.0
618,intro,counter-price,,,,,,,,,,,,
619,intro,counter-price,counter-price,agree,,,,,,,,,,
620,intro,counter-price,,,,,,,,,,,,24.0
621,intro,counter-price,,,,,,,,,,,,0.0
622,intro,counter-price,,,,,,,,,,,,
623,intro,disagree,disagree,counter-price,counter-price,,,,,,,,,
624,intro,inform,counter-price,accept,,,,,,,,,,16.0
625,intro,disagree,counter-price,,,,,,,,,,,30.0
626,intro,counter-price,,,,,,,,,,,,
627,intro,counter-price,inquiry,inform,,,,,,,,,,3.0
628,intro,counter-price,counter-price,insist,insist,,,,,,,,,
629,intro,inform,counter-price,disagree,,,,,,,,,,
630,intro,inform,init-price,counter-price,,,,,,,,,,
631,intro,counter-price,,,,,,,,,,,,
632,intro,counter-price,agree,,,,,,,,,,,
633,intro,disagree,inquiry,,,,,,,,,,,
634,intro,counter-price,insist,,,,,,,,,,,
635,intro,agree,counter-price,counter-price,,,,,,,,,,
636,intro,inform,counter-price,agree,agree,,,,,,,,,8.0
637,intro,inform,init-price,counter-price,,,,,,,,,,6.0
638,intro,inform,inquiry,agree,inquiry,counter-price,counter-price,,,,,,,14.0
639,intro,inform,disagree,disagree,disagree,init-price,agree,,,,,,,
640,intro,disagree,init-price,counter-price,,,,,,,,,,20.0
641,intro,inform,counter-price,agree,agree,,,,,,,,,
642,intro,inform,counter-price,inquiry,inform,,,,,,,,,
643,intro,init-price,inform,inform,counter-price,,,,,,,,,6.0
644,intro,inform,inform,agree,counter-price,,,,,,,,,25.0
645,intro,counter-price,agree,,,,,,,,,,,
646,intro,disagree,counter-price,,,,,,,,,,,40.0
647,intro,inform,counter-price,agree,counter-price,,,,,,,,,18.0
648,intro,disagree,counter-price,agree,,,,,,,,,,
649,intro,init-price,counter-price,counter-price,,,,,,,,,,14.0
650,intro,disagree,counter-price,insist,,,,,,,,,,
651,intro,init-price,disagree,counter-price,,,,,,,,,,
652,intro,init-price,counter-price,counter-price,,,,,,,,,,
653,intro,counter-price,agree,,,,,,,,,,,
654,intro,disagree,counter-price,agree,,,,,,,,,,20.0
655,intro,disagree,counter-price,counter-price,disagree,,,,,,,,,7.0
656,intro,disagree,agree,inform,,,,,,,,,,14.0
657,intro,inquiry,disagree,counter-price,,,,,,,,,,
658,intro,inform,counter-price,counter-price,inquiry,,,,,,,,,
659,intro,inform,agree,,,,,,,,,,,19.0
660,intro,disagree,init-price,inform,counter-price,inquiry,inform,,,,,,,
661,intro,disagree,counter-price,counter-price,,,,,,,,,,16.0
662,intro,inform,counter-price,counter-price,,,,,,,,,,
663,intro,inquiry,counter-price,,,,,,,,,,,
664,intro,inform,init-price,counter-price,counter-price,,,,,,,,,
665,intro,disagree,init-price,inform,disagree,counter-price,,,,,,,,40.0
666,intro,inform,init-price,counter-price,,,,,,,,,,16.0
667,intro,inform,counter-price,counter-price,agree,,,,,,,,,
668,intro,disagree,init-price,counter-price,counter-price,inform,,,,,,,,
669,intro,inform,disagree,inform,init-price,inform,disagree,inform,,,,,,
670,intro,inform,counter-price,agree,,,,,,,,,,
671,intro,inquiry,counter-price,agree,,,,,,,,,,4.0
672,intro,init-price,counter-price,,,,,,,,,,,
673,intro,inform,counter-price,inform,,,,,,,,,,
674,intro,disagree,inform,agree,inquiry,inquiry,,,,,,,,14.0
675,intro,init-price,agree,inform,,,,,,,,,,
676,intro,inquiry,counter-price,agree,,,,,,,,,,
677,intro,init-price,,,,,,,,,,,,0.0
678,intro,counter-price,,,,,,,,,,,,7.0
679,intro,counter-price,,,,,,,,,,,,
680,intro,init-price,inquiry,,,,,,,,,,,
681,intro,disagree,inquiry,agree,agree,,,,,,,,,
682,intro,init-price,disagree,disagree,counter-price,,,,,,,,,
683,intro,inform,init-price,inform,inform,,,,,,,,,6.0
684,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,,
685,intro,init-price,inquiry,counter-price,agree,,,,,,,,,20.0
686,intro,disagree,counter-price,agree,,,,,,,,,,
687,intro,disagree,init-price,agree,,,,,,,,,,
688,intro,inform,agree,,,,,,,,,,,
689,intro,inquiry,init-price,,,,,,,,,,,
690,intro,inform,counter-price,,,,,,,,,,,
691,intro,init-price,inform,inform,counter-price,counter-price,,,,,,,,
692,intro,inform,counter-price,,,,,,,,,,,0.0
693,intro,inquiry,agree,,,,,,,,,,,
694,intro,disagree,agree,,,,,,,,,,,
695,intro,inform,counter-price,agree,,,,,,,,,,14.0
696,intro,disagree,,,,,,,,,,,,15.0
697,intro,counter-price,counter-price,accept,,,,,,,,,,
698,intro,disagree,init-price,,,,,,,,,,,
699,intro,disagree,counter-price,agree,,,,,,,,,,
700,intro,init-price,disagree,disagree,disagree,inquiry,,,,,,,,
701,intro,counter-price,counter-price,,,,,,,,,,,7.0
702,intro,,,,,,,,,,,,,
703,intro,inquiry,disagree,init-price,inform,counter-price,,,,,,,,6.0
704,intro,disagree,disagree,counter-price,counter-price,counter-price,,,,,,,,6.0
705,intro,counter-price,agree,,,,,,,,,,,
706,init-price,inquiry,agree,,,,,,,,,,,3.0
707,intro,inform,inform,inform,disagree,init-price,insist,,,,,,,
708,intro,inform,counter-price,,,,,,,,,,,17.0
709,intro,disagree,counter-price,agree,,,,,,,,,,
710,intro,init-price,counter-price,agree,,,,,,,,,,
711,intro,counter-price,,,,,,,,,,,,16.0
712,init-price,insist,counter-price,,,,,,,,,,,
713,init-price,inform,counter-price,counter-price,counter-price,,,,,,,,,
714,intro,disagree,disagree,counter-price,counter-price,counter-price,,,,,,,,13.0
715,intro,init-price,counter-price,,,,,,,,,,,10.0
716,intro,init-price,disagree,counter-price,,,,,,,,,,12.0
717,intro,disagree,counter-price,counter-price,,,,,,,,,,
718,intro,disagree,disagree,disagree,init-price,inquiry,agree,,,,,,,1.0
719,intro,counter-price,counter-price,,,,,,,,,,,33.0
720,intro,inform,counter-price,,,,,,,,,,,
721,intro,disagree,disagree,disagree,init-price,counter-price,disagree,counter-price,,,,,,
722,intro,inform,init-price,counter-price,,,,,,,,,,26.0
723,intro,inform,counter-price,counter-price,,,,,,,,,,6.0
724,intro,inquiry,disagree,counter-price,,,,,,,,,,6.0
725,intro,inform,init-price,counter-price,,,,,,,,,,7.0
726,intro,disagree,counter-price,counter-price,,,,,,,,,,21.0
727,intro,init-price,counter-price,counter-price,,,,,,,,,,5.0
728,intro,disagree,inform,inquiry,,,,,,,,,,4.0
729,intro,init-price,inform,counter-price,,,,,,,,,,
730,intro,init-price,counter-price,,,,,,,,,,,9.0
731,intro,init-price,counter-price,,,,,,,,,,,
732,intro,disagree,agree,,,,,,,,,,,
733,intro,init-price,counter-price,inform,counter-price,,,,,,,,,23.0
734,intro,counter-price,agree,,,,,,,,,,,4.0
735,intro,init-price,counter-price,,,,,,,,,,,24.0
736,intro,inquiry,counter-price,,,,,,,,,,,16.0
737,intro,disagree,init-price,,,,,,,,,,,16.0
738,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,,
739,init-price,disagree,counter-price,,,,,,,,,,,10.0
740,intro,inquiry,disagree,init-price,counter-price,,,,,,,,,17.0
741,intro,inform,,,,,,,,,,,,
742,init-price,,,,,,,,,,,,,20.0
743,intro,init-price,counter-price,agree,,,,,,,,,,
744,intro,inform,counter-price,agree,agree,,,,,,,,,
745,intro,init-price,counter-price,,,,,,,,,,,
746,intro,inquiry,init-price,counter-price,,,,,,,,,,15.0
747,intro,inquiry,counter-price,agree,,,,,,,,,,8.0
748,intro,init-price,inquiry,counter-price,insist,,,,,,,,,33.0
749,intro,inquiry,init-price,counter-price,,,,,,,,,,
750,intro,counter-price,agree,,,,,,,,,,,
751,intro,counter-price,disagree,,,,,,,,,,,15.0
752,intro,inform,disagree,counter-price,,,,,,,,,,7.0
753,intro,init-price,disagree,counter-price,,,,,,,,,,6.0
754,intro,init-price,agree,counter-price,agree,insist,,,,,,,,24.0
755,intro,counter-price,,,,,,,,,,,,4.0
756,intro,init-price,disagree,counter-price,,,,,,,,,,0.0
757,intro,counter-price,disagree,inquiry,counter-price,counter-price,agree,,,,,,,
758,intro,init-price,,,,,,,,,,,,15.0
759,intro,inform,counter-price,,,,,,,,,,,
760,intro,counter-price,counter-price,agree,,,,,,,,,,16.0
761,intro,init-price,counter-price,,,,,,,,,,,
762,intro,init-price,,,,,,,,,,,,11.0
763,intro,counter-price,agree,,,,,,,,,,,5.0
764,intro,inquiry,counter-price,,,,,,,,,,,5.0
765,intro,counter-price,insist,,,,,,,,,,,
766,intro,counter-price,counter-price,,,,,,,,,,,6.0
767,intro,init-price,disagree,inform,counter-price,,,,,,,,,
768,intro,inform,inform,init-price,agree,,,,,,,,,
769,intro,init-price,counter-price,,,,,,,,,,,0.0
770,intro,disagree,init-price,,,,,,,,,,,
771,intro,init-price,,,,,,,,,,,,
772,intro,init-price,inform,inform,counter-price,insist,insist,,,,,,,
773,intro,counter-price,counter-price,disagree,,,,,,,,,,4.0
774,intro,counter-price,,,,,,,,,,,,0.0
775,intro,init-price,counter-price,insist,,,,,,,,,,20.0
776,intro,init-price,,,,,,,,,,,,2.0
777,intro,counter-price,counter-price,,,,,,,,,,,
778,intro,disagree,counter-price,agree,disagree,agree,,,,,,,,13.0
779,intro,inform,inform,counter-price,,,,,,,,,,8.0
780,intro,init-price,,,,,,,,,,,,11.0
781,intro,inquiry,counter-price,counter-price,,,,,,,,,,
782,intro,disagree,counter-price,,,,,,,,,,,
783,intro,inform,init-price,disagree,counter-price,,,,,,,,,
784,intro,inform,counter-price,counter-price,agree,,,,,,,,,5.0
785,intro,inquiry,counter-price,,,,,,,,,,,
786,intro,init-price,counter-price,inquiry,agree,,,,,,,,,
787,intro,counter-price,insist,,,,,,,,,,,
788,intro,inquiry,init-price,agree,,,,,,,,,,
789,intro,init-price,counter-price,,,,,,,,,,,
790,intro,inquiry,counter-price,,,,,,,,,,,
791,intro,inquiry,init-price,counter-price,agree,agree,,,,,,,,8.0
792,intro,init-price,,,,,,,,,,,,13.0
793,intro,inquiry,counter-price,,,,,,,,,,,6.0
794,intro,init-price,,,,,,,,,,,,
795,intro,init-price,inform,counter-price,,,,,,,,,,
796,intro,disagree,,,,,,,,,,,,
797,intro,init-price,counter-price,counter-price,agree,,,,,,,,,17.0
798,intro,counter-price,,,,,,,,,,,,
799,intro,disagree,counter-price,,,,,,,,,,,
800,intro,agree,,,,,,,,,,,,13.0
801,intro,inform,init-price,,,,,,,,,,,0.0
802,intro,disagree,,,,,,,,,,,,5.0
803,intro,init-price,inform,counter-price,counter-price,,,,,,,,,35.0
804,intro,init-price,counter-price,insist,insist,counter-price,,,,,,,,
805,intro,inform,counter-price,,,,,,,,,,,
806,intro,inquiry,inform,inquiry,counter-price,counter-price,,,,,,,,5.0
807,intro,disagree,init-price,counter-price,counter-price,counter-price,,,,,,,,
808,intro,inform,,,,,,,,,,,,8.0
809,intro,init-price,inform,,,,,,,,,,,7.0
810,intro,counter-price,counter-price,disagree,,,,,,,,,,
811,intro,counter-price,,,,,,,,,,,,16.0
812,intro,inform,inform,,,,,,,,,,,
813,intro,disagree,disagree,disagree,,,,,,,,,,23.0
814,intro,inform,counter-price,,,,,,,,,,,20.0
815,intro,init-price,inquiry,,,,,,,,,,,
816,intro,init-price,counter-price,accept,,,,,,,,,,10.0
817,intro,counter-price,,,,,,,,,,,,
818,intro,init-price,inform,inform,inform,counter-price,counter-price,,,,,,,
819,intro,init-price,counter-price,,,,,,,,,,,
820,intro,inquiry,counter-price,,,,,,,,,,,
821,intro,inquiry,disagree,counter-price,counter-price,agree,,,,,,,,
822,intro,inform,counter-price,counter-price,,,,,,,,,,
823,intro,init-price,counter-price,,,,,,,,,,,
824,intro,init-price,counter-price,counter-price,,,,,,,,,,
825,intro,init-price,counter-price,counter-price,,,,,,,,,,
826,intro,counter-price,inform,inquiry,,,,,,,,,,
827,intro,inquiry,counter-price,counter-price,insist,,,,,,,,,4.0
828,intro,init-price,disagree,,,,,,,,,,,
829,intro,counter-price,counter-price,disagree,,,,,,,,,,
830,intro,inform,counter-price,counter-price,agree,,,,,,,,,7.0
831,intro,inform,counter-price,,,,,,,,,,,30.0
832,intro,init-price,counter-price,inform,agree,,,,,,,,,16.0
833,intro,inquiry,counter-price,inquiry,counter-price,,,,,,,,,28.0
834,intro,init-price,inform,counter-price,counter-price,,,,,,,,,
835,init-price,counter-price,counter-price,,,,,,,,,,,
836,intro,counter-price,disagree,,,,,,,,,,,
837,intro,inquiry,init-price,,,,,,,,,,,
838,intro,counter-price,counter-price,agree,,,,,,,,,,25.0
839,intro,inquiry,counter-price,inquiry,agree,,,,,,,,,
840,intro,init-price,agree,,,,,,,,,,,8.0
841,intro,inform,inform,inform,inform,init-price,counter-price,,,,,,,
842,intro,disagree,init-price,counter-price,,,,,,,,,,
843,intro,inform,,,,,,,,,,,,
844,intro,init-price,counter-price,,,,,,,,,,,20.0
845,intro,counter-price,,,,,,,,,,,,
846,intro,init-price,disagree,counter-price,counter-price,counter-price,counter-price,inform,,,,,,
847,intro,init-price,disagree,,,,,,,,,,,
848,intro,inquiry,counter-price,counter-price,,,,,,,,,,7.0
849,intro,counter-price,disagree,,,,,,,,,,,
850,intro,inform,disagree,counter-price,,,,,,,,,,5.0
851,intro,inform,counter-price,,,,,,,,,,,
852,intro,counter-price,disagree,counter-price,counter-price,,,,,,,,,
853,init-price,counter-price,disagree,,,,,,,,,,,21.0
854,intro,disagree,inquiry,counter-price,counter-price,,,,,,,,,7.0
855,intro,disagree,inform,counter-price,counter-price,counter-price,,,,,,,,6.0
856,intro,disagree,counter-price,inquiry,,,,,,,,,,
857,intro,init-price,counter-price,,,,,,,,,,,0.0
858,intro,agree,,,,,,,,,,,,28.0
859,intro,inquiry,counter-price,counter-price,,,,,,,,,,13.0
860,intro,counter-price,counter-price,,,,,,,,,,,10.0
861,intro,init-price,counter-price,agree,,,,,,,,,,
862,intro,init-price,counter-price,,,,,,,,,,,
863,intro,init-price,counter-price,,,,,,,,,,,19.0
864,intro,inquiry,counter-price,insist,disagree,,,,,,,,,
865,intro,init-price,counter-price,,,,,,,,,,,
866,init-price,inform,inform,counter-price,insist,,,,,,,,,
867,intro,inquiry,inform,disagree,counter-price,agree,,,,,,,,20.0
868,intro,inform,counter-price,,,,,,,,,,,0.0
869,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,,0.0
870,intro,counter-price,counter-price,agree,,,,,,,,,,
871,intro,counter-price,counter-price,inquiry,agree,,,,,,,,,
872,intro,init-price,counter-price,counter-price,,,,,,,,,,
873,intro,disagree,inform,counter-price,counter-price,,,,,,,,,
874,intro,init-price,counter-price,inform,,,,,,,,,,4.0
875,intro,counter-price,counter-price,,,,,,,,,,,0.0
876,intro,counter-price,counter-price,,,,,,,,,,,
877,intro,inquiry,disagree,counter-price,counter-price,,,,,,,,,
878,intro,init-price,,,,,,,,,,,,15.0
879,intro,inquiry,counter-price,,,,,,,,,,,14.0
880,intro,init-price,,,,,,,,,,,,30.0
881,init-price,counter-price,,,,,,,,,,,,
882,init-price,counter-price,,,,,,,,,,,,
883,intro,init-price,inform,counter-price,counter-price,,,,,,,,,8.0
884,intro,init-price,counter-price,agree,,,,,,,,,,
885,intro,init-price,counter-price,counter-price,,,,,,,,,,
886,intro,agree,,,,,,,,,,,,8.0
887,intro,counter-price,,,,,,,,,,,,
888,intro,init-price,,,,,,,,,,,,8.0
889,intro,agree,disagree,inform,disagree,,,,,,,,,0.0
890,intro,init-price,,,,,,,,,,,,38.0
891,intro,init-price,,,,,,,,,,,,8.0
892,intro,counter-price,counter-price,,,,,,,,,,,
893,intro,inquiry,counter-price,,,,,,,,,,,
894,intro,counter-price,insist,,,,,,,,,,,0.0
895,intro,,,,,,,,,,,,,
896,intro,inquiry,init-price,,,,,,,,,,,25.0
897,intro,inquiry,counter-price,,,,,,,,,,,
898,intro,counter-price,counter-price,,,,,,,,,,,
899,intro,inquiry,counter-price,insist,,,,,,,,,,
900,intro,init-price,counter-price,inquiry,,,,,,,,,,
901,intro,init-price,,,,,,,,,,,,
902,intro,counter-price,disagree,disagree,,,,,,,,,,
903,intro,init-price,counter-price,,,,,,,,,,,
904,intro,counter-price,counter-price,counter-price,counter-price,agree,,,,,,,,18.0
905,intro,counter-price,counter-price,,,,,,,,,,,
906,intro,init-price,,,,,,,,,,,,14.0
907,intro,counter-price,counter-price,agree,,,,,,,,,,
908,init-price,inquiry,,,,,,,,,,,,
909,intro,counter-price,,,,,,,,,,,,
910,intro,init-price,counter-price,,,,,,,,,,,
911,intro,init-price,inform,counter-price,agree,,,,,,,,,10.0
912,intro,init-price,counter-price,,,,,,,,,,,26.0
913,intro,init-price,counter-price,counter-price,,,,,,,,,,0.0
914,intro,counter-price,inquiry,inquiry,,,,,,,,,,10.0
915,intro,disagree,init-price,,,,,,,,,,,
916,intro,init-price,inform,counter-price,agree,,,,,,,,,
917,intro,inquiry,counter-price,counter-price,insist,disagree,agree,,,,,,,21.0
918,intro,counter-price,agree,,,,,,,,,,,
919,intro,init-price,counter-price,agree,counter-price,,,,,,,,,
920,intro,counter-price,insist,counter-price,,,,,,,,,,0.0
921,init-price,agree,counter-price,,,,,,,,,,,10.0
922,intro,disagree,counter-price,counter-price,,,,,,,,,,20.0
923,intro,disagree,disagree,inform,counter-price,agree,inform,agree,,,,,,
924,intro,init-price,counter-price,,,,,,,,,,,8.0
925,intro,inform,,,,,,,,,,,,20.0
926,intro,disagree,counter-price,inquiry,,,,,,,,,,
927,intro,disagree,disagree,counter-price,counter-price,disagree,,,,,,,,20.0
928,intro,counter-price,inquiry,,,,,,,,,,,
929,intro,init-price,counter-price,,,,,,,,,,,
930,intro,init-price,counter-price,,,,,,,,,,,12.0
931,intro,init-price,inquiry,,,,,,,,,,,12.0
932,intro,counter-price,agree,,,,,,,,,,,
933,intro,init-price,counter-price,disagree,insist,,,,,,,,,
934,intro,inquiry,counter-price,,,,,,,,,,,16.0
935,intro,init-price,counter-price,disagree,,,,,,,,,,
936,intro,init-price,agree,counter-price,counter-price,,,,,,,,,
937,intro,counter-price,counter-price,,,,,,,,,,,2.0
938,intro,init-price,counter-price,counter-price,inform,inquiry,,,,,,,,
939,intro,counter-price,counter-price,counter-price,,,,,,,,,,
940,intro,counter-price,counter-price,counter-price,,,,,,,,,,
941,intro,init-price,counter-price,,,,,,,,,,,3.0
942,intro,init-price,counter-price,,,,,,,,,,,
943,intro,disagree,counter-price,agree,,,,,,,,,,
944,intro,disagree,inform,inquiry,counter-price,,,,,,,,,5.0
945,intro,disagree,disagree,disagree,init-price,,,,,,,,,
946,intro,inform,counter-price,,,,,,,,,,,
947,init-price,disagree,,,,,,,,,,,,4.0
948,intro,counter-price,,,,,,,,,,,,
949,intro,disagree,counter-price,counter-price,,,,,,,,,,
950,intro,counter-price,,,,,,,,,,,,
951,intro,disagree,counter-price,,,,,,,,,,,40.0
952,intro,inquiry,counter-price,counter-price,insist,,,,,,,,,20.0
953,intro,counter-price,inform,,,,,,,,,,,12.0
954,intro,counter-price,,,,,,,,,,,,6.0
955,intro,disagree,counter-price,counter-price,disagree,counter-price,,,,,,,,18.0
956,intro,inform,counter-price,,,,,,,,,,,20.0
957,intro,counter-price,counter-price,agree,,,,,,,,,,6.0
958,intro,inquiry,counter-price,agree,,,,,,,,,,0.0
959,intro,inform,counter-price,agree,,,,,,,,,,11.0
960,intro,inquiry,counter-price,,,,,,,,,,,
961,intro,counter-price,,,,,,,,,,,,
962,intro,init-price,counter-price,insist,,,,,,,,,,12.0
963,intro,init-price,counter-price,inform,,,,,,,,,,
